"Intent","Mechanism","Sex","Age Group","Estimated Number","Population","Crude Rate","Age-Adjusted Rate"
"Unintentional (Includes undetermined)","Pedal cyclist (bicycle, etc.)","Unknown","5 to 9","--","--","--","--"
"Unintentional (Includes undetermined)","Pedal cyclist (bicycle, etc.)","Unknown","10 to 14","--","--","--","--"
"Unintentional (Includes undetermined)","Pedal cyclist (bicycle, etc.)","Unknown","20 to 24","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","0 to 4","2,063","9,459,399","21.81","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","5 to 9","2,684","10,304,720","26.05","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","10 to 14","6,001","10,667,918","56.25","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","15 to 19","8,225","11,296,635","72.81","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","20 to 24","9,989","11,126,811","89.77","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","25 to 29","10,509","11,175,898","94.03","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","30 to 34","12,200","11,883,289","102.67","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","35 to 39","11,746","11,364,080","103.36","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","40 to 44","10,997","10,998,156","99.99","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","45 to 49","7,825","9,886,355","79.15","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","50 to 54","7,842","10,300,754","76.13","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","55 to 59","7,808","10,166,391","76.80","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","60 to 64","9,108","10,337,454","88.10","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","65 to 69","6,161","9,125,260","67.52","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","70 to 74","3,997","7,209,820","55.44","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","75 to 79","2,500","5,166,023","48.38","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","80 to 84","1,235","2,996,476","41.23","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","85+","--","2,283,961","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Males","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","0 to 4","--","9,051,761","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","5 to 9","1,907","9,848,037","19.37","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","10 to 14","4,085","10,166,646","40.18","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","15 to 19","6,743","10,778,845","62.55","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","20 to 24","6,347","10,684,361","59.41","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","25 to 29","5,896","10,842,462","54.38","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","30 to 34","6,581","11,640,867","56.53","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","35 to 39","6,286","11,142,564","56.41","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","40 to 44","6,358","10,885,893","58.40","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","45 to 49","3,604","9,930,655","36.29","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","50 to 54","5,236","10,376,017","50.46","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","55 to 59","5,023","10,439,866","48.12","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","60 to 64","3,776","10,910,700","34.61","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","65 to 69","3,977","10,025,468","39.67","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","70 to 74","2,847","8,324,736","34.20","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","75 to 79","2,152","6,221,394","34.59","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","80 to 84","1,378","3,984,204","34.59","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","85+","--","3,911,019","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Females","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","10 to 14","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","20 to 24","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","30 to 34","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","40 to 44","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","45 to 49","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","60 to 64","--","--","--","--"
"Unintentional (Includes undetermined)","Pedestrian","Unknown","65 to 69","--","--","--","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","0 to 4","7,545","9,459,399","79.77","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","5 to 9","16,495","10,304,720","160.07","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","10 to 14","18,660","10,667,918","174.92","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","15 to 19","24,561","11,296,635","217.42","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","20 to 24","21,837","11,126,811","196.26","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","25 to 29","18,254","11,175,898","163.34","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","30 to 34","20,466","11,883,289","172.23","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","35 to 39","16,294","11,364,080","143.38","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","40 to 44","14,834","10,998,156","134.88","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","45 to 49","13,282","9,886,355","134.35","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","50 to 54","13,933","10,300,754","135.27","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","55 to 59","12,152","10,166,391","119.53","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","60 to 64","13,130","10,337,454","127.01","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","65 to 69","10,116","9,125,260","110.86","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","70 to 74","8,766","7,209,820","121.59","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","75 to 79","9,566","5,166,023","185.17","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","80 to 84","6,606","2,996,476","220.46","--"
"Unintentional (Includes undetermined)","Other Transportation","Males","85+","6,263","2,283,961","274.22","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","0 to 4","5,324","9,051,761","58.81","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","5 to 9","14,273","9,848,037","144.93","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","10 to 14","18,891","10,166,646","185.82","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","15 to 19","20,659","10,778,845","191.66","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","20 to 24","18,909","10,684,361","176.98","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","25 to 29","14,098","10,842,462","130.03","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","30 to 34","16,203","11,640,867","139.19","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","35 to 39","10,598","11,142,564","95.11","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","40 to 44","11,392","10,885,893","104.65","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","45 to 49","10,188","9,930,655","102.60","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","50 to 54","10,445","10,376,017","100.66","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","55 to 59","13,338","10,439,866","127.76","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","60 to 64","12,192","10,910,700","111.74","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","65 to 69","10,725","10,025,468","106.98","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","70 to 74","12,003","8,324,736","144.19","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","75 to 79","10,210","6,221,394","164.11","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","80 to 84","8,515","3,984,204","213.72","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","85+","10,463","3,911,019","267.52","--"
"Unintentional (Includes undetermined)","Other Transportation","Females","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Other Transportation","Unknown","15 to 19","--","--","--","--"
"Unintentional (Includes undetermined)","Other Transportation","Unknown","20 to 24","--","--","--","--"
"Unintentional (Includes undetermined)","Other Specified","Males","0 to 4","31,638","9,459,399","334.46","--"
"Unintentional (Includes undetermined)","Other Specified","Males","5 to 9","11,479","10,304,720","111.39","--"
"Unintentional (Includes undetermined)","Other Specified","Males","10 to 14","15,108","10,667,918","141.63","--"
"Unintentional (Includes undetermined)","Other Specified","Males","15 to 19","52,129","11,296,635","461.46","--"
"Unintentional (Includes undetermined)","Other Specified","Males","20 to 24","87,257","11,126,811","784.21","--"
"Unintentional (Includes undetermined)","Other Specified","Males","25 to 29","112,768","11,175,898","1,009.03","--"
"Unintentional (Includes undetermined)","Other Specified","Males","30 to 34","148,983","11,883,289","1,253.72","--"
"Unintentional (Includes undetermined)","Other Specified","Males","35 to 39","146,782","11,364,080","1,291.63","--"
"Unintentional (Includes undetermined)","Other Specified","Males","40 to 44","132,461","10,998,156","1,204.39","--"
"Unintentional (Includes undetermined)","Other Specified","Males","45 to 49","101,491","9,886,355","1,026.58","--"
"Unintentional (Includes undetermined)","Other Specified","Males","50 to 54","97,827","10,300,754","949.70","--"
"Unintentional (Includes undetermined)","Other Specified","Males","55 to 59","97,780","10,166,391","961.80","--"
"Unintentional (Includes undetermined)","Other Specified","Males","60 to 64","95,490","10,337,454","923.73","--"
"Unintentional (Includes undetermined)","Other Specified","Males","65 to 69","47,716","9,125,260","522.90","--"
"Unintentional (Includes undetermined)","Other Specified","Males","70 to 74","22,463","7,209,820","311.57","--"
"Unintentional (Includes undetermined)","Other Specified","Males","75 to 79","11,196","5,166,023","216.72","--"
"Unintentional (Includes undetermined)","Other Specified","Males","80 to 84","6,115","2,996,476","204.08","--"
"Unintentional (Includes undetermined)","Other Specified","Males","85+","5,744","2,283,961","251.48","--"
"Unintentional (Includes undetermined)","Other Specified","Males","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Other Specified","Females","0 to 4","25,070","9,051,761","276.96","--"
"Unintentional (Includes undetermined)","Other Specified","Females","5 to 9","8,894","9,848,037","90.32","--"
"Unintentional (Includes undetermined)","Other Specified","Females","10 to 14","16,732","10,166,646","164.58","--"
"Unintentional (Includes undetermined)","Other Specified","Females","15 to 19","46,361","10,778,845","430.11","--"
"Unintentional (Includes undetermined)","Other Specified","Females","20 to 24","58,409","10,684,361","546.68","--"
"Unintentional (Includes undetermined)","Other Specified","Females","25 to 29","62,136","10,842,462","573.08","--"
"Unintentional (Includes undetermined)","Other Specified","Females","30 to 34","71,745","11,640,867","616.32","--"
"Unintentional (Includes undetermined)","Other Specified","Females","35 to 39","66,365","11,142,564","595.60","--"
"Unintentional (Includes undetermined)","Other Specified","Females","40 to 44","56,554","10,885,893","519.52","--"
"Unintentional (Includes undetermined)","Other Specified","Females","45 to 49","44,675","9,930,655","449.87","--"
"Unintentional (Includes undetermined)","Other Specified","Females","50 to 54","39,845","10,376,017","384.01","--"
"Unintentional (Includes undetermined)","Other Specified","Females","55 to 59","36,554","10,439,866","350.14","--"
"Unintentional (Includes undetermined)","Other Specified","Females","60 to 64","34,399","10,910,700","315.28","--"
"Unintentional (Includes undetermined)","Other Specified","Females","65 to 69","21,347","10,025,468","212.93","--"
"Unintentional (Includes undetermined)","Other Specified","Females","70 to 74","13,052","8,324,736","156.79","--"
"Unintentional (Includes undetermined)","Other Specified","Females","75 to 79","9,837","6,221,394","158.12","--"
"Unintentional (Includes undetermined)","Other Specified","Females","80 to 84","5,797","3,984,204","145.51","--"
"Unintentional (Includes undetermined)","Other Specified","Females","85+","6,452","3,911,019","164.98","--"
"Unintentional (Includes undetermined)","Other Specified","Females","Unknown","--","--","--","--"
"Unintentional (Includes undetermined)","Other Specified","Unknown","10 to 14","--","--","--","--"
"Unintentional (Includes undetermined)","Other Specified","Unknown","15 to 19","--","--","--","--"
